objectid,filename,title,volume,creator,month/season,date_exact,date,source,identifier,type,collection,format
VOL_0011_ISSUE_0029,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0029.pdf,"Notre Dame Scholastic, Vol. 11, No. 29 -- 16 March 1878",Vol. 11,University of Notre Dame Archives,,16 March 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0029.pdf,VOL_0011_ISSUE_0029,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0030,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0030.pdf,"Notre Dame Scholastic, Vol. 11, No. 30 -- 23 March 1878",Vol. 11,University of Notre Dame Archives,,23 March 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0030.pdf,VOL_0011_ISSUE_0030,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0031,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0031.pdf,"Notre Dame Scholastic, Vol. 11, No. 31 -- 30 March 1878",Vol. 11,University of Notre Dame Archives,,30 March 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0031.pdf,VOL_0011_ISSUE_0031,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0032,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0032.pdf,"Notre Dame Scholastic, Vol. 11, No. 32 -- 6 April 1878",Vol. 11,University of Notre Dame Archives,,6 April 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0032.pdf,VOL_0011_ISSUE_0032,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0033,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0033.pdf,"Notre Dame Scholastic, Vol. 11, No. 33 -- 13 April 1878",Vol. 11,University of Notre Dame Archives,,13 April 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0033.pdf,VOL_0011_ISSUE_0033,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0034,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0034.pdf,"Notre Dame Scholastic, Vol. 11, No. 34 -- 20 April 1878",Vol. 11,University of Notre Dame Archives,,20 April 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0034.pdf,VOL_0011_ISSUE_0034,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0035,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0035.pdf,"Notre Dame Scholastic, Vol. 11, No. 35 -- 27 April 1878",Vol. 11,University of Notre Dame Archives,,27 April 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0035.pdf,VOL_0011_ISSUE_0035,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0036,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0036.pdf,"Notre Dame Scholastic, Vol. 11, No. 36 -- 4 May 1878",Vol. 11,University of Notre Dame Archives,,4 May 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0036.pdf,VOL_0011_ISSUE_0036,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0037,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0037.pdf,"Notre Dame Scholastic, Vol. 11, No. 37 -- 11 May 1878",Vol. 11,University of Notre Dame Archives,,11 May 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0037.pdf,VOL_0011_ISSUE_0037,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0038,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0038.pdf,"Notre Dame Scholastic, Vol. 11, No. 38 -- 18 May 1878",Vol. 11,University of Notre Dame Archives,,18 May 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0038.pdf,VOL_0011_ISSUE_0038,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0039,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0039.pdf,"Notre Dame Scholastic, Vol. 11, No. 39 -- 25 May 1878",Vol. 11,University of Notre Dame Archives,,25 May 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0039.pdf,VOL_0011_ISSUE_0039,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0040,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0040.pdf,"Notre Dame Scholastic, Vol. 11, No. 40 -- 1 June 1878",Vol. 11,University of Notre Dame Archives,,1 June 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0040.pdf,VOL_0011_ISSUE_0040,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0041,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0041.pdf,"Notre Dame Scholastic, Vol. 11, No. 41 -- 8 June 1878",Vol. 11,University of Notre Dame Archives,,8 June 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0041.pdf,VOL_0011_ISSUE_0041,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0042,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0042.pdf,"Notre Dame Scholastic, Vol. 11, No. 42 -- 15 June 1878",Vol. 11,University of Notre Dame Archives,,15 June 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0042.pdf,VOL_0011_ISSUE_0042,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0043,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0043.pdf,"Notre Dame Scholastic, Vol. 11, No. 43 -- 22 June 1878",Vol. 11,University of Notre Dame Archives,,22 June 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0043.pdf,VOL_0011_ISSUE_0043,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0044,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0044.pdf,"Notre Dame Scholastic, Vol. 11, No. 44 -- 28 June 1878",Vol. 11,University of Notre Dame Archives,,28 June 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0044.pdf,VOL_0011_ISSUE_0044,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0001,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0001.pdf,"Notre Dame Scholastic, Vol. 12, No. 01 -- 22 August 1878",Vol. 12,University of Notre Dame Archives,,22 August 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0001.pdf,VOL_0012_ISSUE_0001,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0002,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0002.pdf,"Notre Dame Scholastic, Vol. 12, No. 02 -- 14 September 1878",Vol. 12,University of Notre Dame Archives,,14 September 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0002.pdf,VOL_0012_ISSUE_0002,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0003,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0003.pdf,"Notre Dame Scholastic, Vol. 12, No. 03 -- 21 September 1878",Vol. 12,University of Notre Dame Archives,,21 September 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0003.pdf,VOL_0012_ISSUE_0003,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0004,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0004.pdf,"Notre Dame Scholastic, Vol. 12, No. 04 -- 28 September 1878",Vol. 12,University of Notre Dame Archives,,28 September 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0004.pdf,VOL_0012_ISSUE_0004,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0005,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0005.pdf,"Notre Dame Scholastic, Vol. 12, No. 05 -- 5 October 1878",Vol. 12,University of Notre Dame Archives,,5 October 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0005.pdf,VOL_0012_ISSUE_0005,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0006,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0006.pdf,"Notre Dame Scholastic, Vol. 12, No. 06 -- 12 October 1878",Vol. 12,University of Notre Dame Archives,,12 October 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0006.pdf,VOL_0012_ISSUE_0006,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0007,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0007.pdf,"Notre Dame Scholastic, Vol. 12, No. 07 -- 19 October 1878",Vol. 12,University of Notre Dame Archives,,19 October 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0007.pdf,VOL_0012_ISSUE_0007,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0008,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0008.pdf,"Notre Dame Scholastic, Vol. 12, No. 08 -- 26 October 1878",Vol. 12,University of Notre Dame Archives,,26 October 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0008.pdf,VOL_0012_ISSUE_0008,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0009,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0009.pdf,"Notre Dame Scholastic, Vol. 12, No. 09 -- 2 November 1878",Vol. 12,University of Notre Dame Archives,,2 November 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0009.pdf,VOL_0012_ISSUE_0009,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0010,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0010.pdf,"Notre Dame Scholastic, Vol. 12, No. 10 -- 9 November 1878",Vol. 12,University of Notre Dame Archives,,9 November 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0010.pdf,VOL_0012_ISSUE_0010,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0011,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0011.pdf,"Notre Dame Scholastic, Vol. 12, No. 11 -- 16 November 1878",Vol. 12,University of Notre Dame Archives,,16 November 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0011.pdf,VOL_0012_ISSUE_0011,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0012,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0012.pdf,"Notre Dame Scholastic, Vol. 12, No. 12 -- 23 November 1878",Vol. 12,University of Notre Dame Archives,,23 November 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0012.pdf,VOL_0012_ISSUE_0012,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0013,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0013.pdf,"Notre Dame Scholastic, Vol. 12, No. 13 -- 30 November 1878",Vol. 12,University of Notre Dame Archives,,30 November 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0013.pdf,VOL_0012_ISSUE_0013,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0014,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0014.pdf,"Notre Dame Scholastic, Vol. 12, No. 14 -- 7 December 1878",Vol. 12,University of Notre Dame Archives,,7 December 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0014.pdf,VOL_0012_ISSUE_0014,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0015,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0015.pdf,"Notre Dame Scholastic, Vol. 12, No. 15 -- 14 December 1878",Vol. 12,University of Notre Dame Archives,,14 December 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0015.pdf,VOL_0012_ISSUE_0015,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0016,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0016.pdf,"Notre Dame Scholastic, Vol. 12, No. 16 -- 21 December 1878",Vol. 12,University of Notre Dame Archives,,21 December 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0016.pdf,VOL_0012_ISSUE_0016,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0017,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0017.pdf,"Notre Dame Scholastic, Vol. 12, No. 17 -- 28 December 1878",Vol. 12,University of Notre Dame Archives,,28 December 1878,1878,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0017.pdf,VOL_0012_ISSUE_0017,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0018,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0018.pdf,"Notre Dame Scholastic, Vol. 12, No. 18 -- 4 January 1879",Vol. 12,University of Notre Dame Archives,,4 January 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0018.pdf,VOL_0012_ISSUE_0018,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0019,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0019.pdf,"Notre Dame Scholastic, Vol. 12, No. 19 -- 11 January 1879",Vol. 12,University of Notre Dame Archives,,11 January 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0019.pdf,VOL_0012_ISSUE_0019,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0020,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0020.pdf,"Notre Dame Scholastic, Vol. 12, No. 20 -- 18 January 1879",Vol. 12,University of Notre Dame Archives,,18 January 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0020.pdf,VOL_0012_ISSUE_0020,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0021,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0021.pdf,"Notre Dame Scholastic, Vol. 12, No. 21 -- 25 January 1879",Vol. 12,University of Notre Dame Archives,,25 January 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0021.pdf,VOL_0012_ISSUE_0021,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0022,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0022.pdf,"Notre Dame Scholastic, Vol. 12, No. 22 -- 1 February 1879",Vol. 12,University of Notre Dame Archives,,1 February 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0022.pdf,VOL_0012_ISSUE_0022,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0023,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0023.pdf,"Notre Dame Scholastic, Vol. 12, No. 23 -- 8 February 1879",Vol. 12,University of Notre Dame Archives,,8 February 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0023.pdf,VOL_0012_ISSUE_0023,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0024,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0024.pdf,"Notre Dame Scholastic, Vol. 12, No. 24 -- 15 February 1879",Vol. 12,University of Notre Dame Archives,,15 February 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0024.pdf,VOL_0012_ISSUE_0024,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0025,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0025.pdf,"Notre Dame Scholastic, Vol. 12, No. 25 -- 22 February 1879",Vol. 12,University of Notre Dame Archives,,22 February 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0025.pdf,VOL_0012_ISSUE_0025,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0026,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0026.pdf,"Notre Dame Scholastic, Vol. 12, No. 26 -- 1 March 1879",Vol. 12,University of Notre Dame Archives,,1 March 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0026.pdf,VOL_0012_ISSUE_0026,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0027,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0027.pdf,"Notre Dame Scholastic, Vol. 12, No. 27 -- 8 March 1879",Vol. 12,University of Notre Dame Archives,,8 March 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0027.pdf,VOL_0012_ISSUE_0027,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0028,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0028.pdf,"Notre Dame Scholastic, Vol. 12, No. 28 -- 15 March 1879",Vol. 12,University of Notre Dame Archives,,15 March 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0028.pdf,VOL_0012_ISSUE_0028,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0029,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0029.pdf,"Notre Dame Scholastic, Vol. 12, No. 29 -- 22 March 1879",Vol. 12,University of Notre Dame Archives,,22 March 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0029.pdf,VOL_0012_ISSUE_0029,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0030,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0030.pdf,"Notre Dame Scholastic, Vol. 12, No. 30 -- 29 March 1879",Vol. 12,University of Notre Dame Archives,,29 March 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0030.pdf,VOL_0012_ISSUE_0030,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0031,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0031.pdf,"Notre Dame Scholastic, Vol. 12, No. 31 -- 5 April 1879",Vol. 12,University of Notre Dame Archives,,5 April 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0031.pdf,VOL_0012_ISSUE_0031,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0032,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0032.pdf,"Notre Dame Scholastic, Vol. 12, No. 32 -- 12 April 1879",Vol. 12,University of Notre Dame Archives,,12 April 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0032.pdf,VOL_0012_ISSUE_0032,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0033,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0033.pdf,"Notre Dame Scholastic, Vol. 12, No. 33 -- 19 April 1879",Vol. 12,University of Notre Dame Archives,,19 April 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0033.pdf,VOL_0012_ISSUE_0033,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0034,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0034.pdf,"Notre Dame Scholastic, Vol. 12, No. 34 -- 26 April 1879",Vol. 12,University of Notre Dame Archives,,26 April 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0034.pdf,VOL_0012_ISSUE_0034,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0035,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0035.pdf,"Notre Dame Scholastic, Vol. 12, No. 35 -- 10 May 1879",Vol. 12,University of Notre Dame Archives,,10 May 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0035.pdf,VOL_0012_ISSUE_0035,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0036,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0036.pdf,"Notre Dame Scholastic, Vol. 12, No. 36 -- 17 May 1879",Vol. 12,University of Notre Dame Archives,,17 May 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0036.pdf,VOL_0012_ISSUE_0036,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0037,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0037.pdf,"Notre Dame Scholastic, Vol. 12, No. 37 -- 24 May 1879",Vol. 12,University of Notre Dame Archives,,24 May 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0037.pdf,VOL_0012_ISSUE_0037,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0038,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0038.pdf,"Notre Dame Scholastic, Vol. 12, No. 38 -- 31 May 1879",Vol. 12,University of Notre Dame Archives,,31 May 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0038.pdf,VOL_0012_ISSUE_0038,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0039,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0039.pdf,"Notre Dame Scholastic, Vol. 12, No. 39 -- 7 June 1879",Vol. 12,University of Notre Dame Archives,,7 June 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0039.pdf,VOL_0012_ISSUE_0039,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0040,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0040.pdf,"Notre Dame Scholastic, Vol. 12, No. 40 -- 14 June 1879",Vol. 12,University of Notre Dame Archives,,14 June 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0040.pdf,VOL_0012_ISSUE_0040,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0041,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0041.pdf,"Notre Dame Scholastic, Vol. 12, No. 41 -- 21 June 1879",Vol. 12,University of Notre Dame Archives,,21 June 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0041.pdf,VOL_0012_ISSUE_0041,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0042,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0042.pdf,"Notre Dame Scholastic, Vol. 12, No. 42 -- 28 June 1879",Vol. 12,University of Notre Dame Archives,,28 June 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0042.pdf,VOL_0012_ISSUE_0042,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0043,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0043.pdf,"Notre Dame Scholastic, Vol. 12, No. 43 -- 5 July 1879",Vol. 12,University of Notre Dame Archives,,5 July 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0043.pdf,VOL_0012_ISSUE_0043,Newspaper,Scholastic,application/pdf
VOL_0012_ISSUE_0044,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0044.pdf,"Notre Dame Scholastic, Vol. 12, No. 44 -- 12 July 1879",Vol. 12,University of Notre Dame Archives,,12 July 1879,1879,https://archives.nd.edu/Scholastic/VOL_0012/VOL_0012_ISSUE_0044.pdf,VOL_0012_ISSUE_0044,Newspaper,Scholastic,application/pdf
VOL_0013_ISSUE_0001,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0001.pdf,"Notre Dame Scholastic, Vol. 13, No. 01 -- 23 August 1879",Vol. 13,University of Notre Dame Archives,,23 August 1879,1879,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0001.pdf,VOL_0013_ISSUE_0001,Newspaper,Scholastic,application/pdf
VOL_0013_ISSUE_0002,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0002.pdf,"Notre Dame Scholastic, Vol. 13, No. 02 -- 13 September 1879",Vol. 13,University of Notre Dame Archives,,13 September 1879,1879,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0002.pdf,VOL_0013_ISSUE_0002,Newspaper,Scholastic,application/pdf
VOL_0013_ISSUE_0003,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0003.pdf,"Notre Dame Scholastic, Vol. 13, No. 03 -- 20 September 1879",Vol. 13,University of Notre Dame Archives,,20 September 1879,1879,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0003.pdf,VOL_0013_ISSUE_0003,Newspaper,Scholastic,application/pdf
VOL_0013_ISSUE_0004,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0004.pdf,"Notre Dame Scholastic, Vol. 13, No. 04 -- 27 September 1879",Vol. 13,University of Notre Dame Archives,,27 September 1879,1879,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0004.pdf,VOL_0013_ISSUE_0004,Newspaper,Scholastic,application/pdf
VOL_0013_ISSUE_0005,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0005.pdf,"Notre Dame Scholastic, Vol. 13, No. 05 -- 4 October 1879",Vol. 13,University of Notre Dame Archives,,4 October 1879,1879,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0005.pdf,VOL_0013_ISSUE_0005,Newspaper,Scholastic,application/pdf
VOL_0013_ISSUE_0006,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0006.pdf,"Notre Dame Scholastic, Vol. 13, No. 06 -- 11 October 1879",Vol. 13,University of Notre Dame Archives,,11 October 1879,1879,https://archives.nd.edu/Scholastic/VOL_0013/VOL_0013_ISSUE_0006.pdf,VOL_0013_ISSUE_0006,Newspaper,Scholastic,application/pdf
